"Parish","Holding","X","Y","Cattle","Sheep","Infection","Cull","Classification","Exposed","Removed","xytmodes","k10","k20","k26","k30"
50,8,330.4,539.7,0,188,0,0,0,0,0,12,4,11,14,2
161,10,351.3,543,129,489,0,0,1,0,0,3,7,1,19,1
150,34,354.579,536.324,432,479,53,62,1,48,57,20,2,5,20,24
68,264,334.6,548.7,266,17,61,67,1,56,65,1,3,7,23,25
138,117,354.2,547.3,93,1315,0,0,1,0,0,3,7,1,19,1
33,16,321.5,554.8,296,0,59,67,1,54,63,7,6,3,2,19
167,29,336.5,528.1,9,763,0,0,1,0,0,24,10,8,22,28
160,19,355.6,533.3,207,176,0,0,1,0,0,20,2,5,20,12
142,73,336.7,539,170,658,0,0,1,0,0,4,5,11,18,10
136,19,333.5,526.5,166,1860,92,101,1,87,96,15,1,9,8,11
136,24,332.1,525.3,0,61,0,0,0,0,0,15,1,9,8,11
387,2,351.2,523.7,57,1404,0,0,1,0,0,6,8,15,9,6
118,14,353,554.8,404,65,0,0,1,0,0,17,7,17,13,26
130,4,324.4,523.1,145,673,0,0,1,0,0,21,1,6,21,11
68,150,337.4,552.4,19,0,0,0,0,0,0,1,3,2,12,15
404,5,359.4,521.4,36,280,92,99,0,87,96,25,8,15,5,8
169,3,359.9,537.5,333,977,42,52,1,37,46,20,2,5,20,24
173,123,345.5,535.9,264,0,43,52,1,38,47,10,5,20,24,16
68,13,338.2,552.4,355,54,80,86,1,75,84,23,3,2,26,15
35,15,321.8,554.9,201,443,66,74,1,61,70,7,6,3,2,19
72,43,344.1,549.7,208,0,59,68,1,54,63,23,9,13,26,23
37,106,332.2,550.5,425,52,0,0,1,0,0,1,3,7,12,25
70,20,325.2,554.4,264,163,45,53,1,40,49,7,6,3,2,17
72,7,339.9,548.5,191,0,74,81,1,69,78,23,9,2,26,23
163,53,343.7,525.3,204,996,0,0,1,0,0,11,10,8,22,6
146,127,345.011,530.873,10,218,32,42,0,27,36,11,10,4,1,27
37,124,330.2,550.9,0,52,0,0,0,0,0,7,3,7,6,25
173,203,343.5,535.5,90,0,52,60,0,47,56,11,5,14,24,16
46,16,323.1,537,94,1037,0,0,1,0,0,2,4,19,11,21
72,102,341.1,551,34,131,0,0,0,0,0,23,9,2,26,23
400,12,356.5,521.8,230,1060,0,0,1,0,0,3,8,15,5,8
142,65,337.118,538.813,155,541,40,50,1,35,44,4,5,14,18,10
152,116,347.4,547.2,307,1163,50,60,1,45,54,8,9,1,17,1
38,114,327.9,542.8,264,1076,68,75,1,63,72,14,4,18,14,5
40,1,325.6,550.4,214,181,0,0,1,0,0,7,6,3,2,3
212,9096,325,547.553,0,1,0,0,0,0,0,22,6,12,10,3
46,6,324.4,539.5,173,102,77,87,1,72,81,1,4,18,11,21
30,53,326.3,539,0,1651,0,0,1,0,0,1,4,18,11,21
173,47,341,538,175,0,41,52,1,36,45,10,5,14,24,16
50,62,330.352,537.498,126,1389,0,0,1,0,0,12,4,11,14,2
173,152,343.794,535.39,257,0,49,56,1,44,53,11,5,14,24,16
138,51,357.405,547.138,7,113,0,0,0,0,0,3,7,16,16,14
159,59,355.6,541,98,0,0,0,0,0,0,3,2,16,16,14
170,75,350.7,531.4,0,100,0,0,0,0,0,5,2,4,7,12
153,45,357.7,535.3,38,212,0,0,0,0,0,20,2,5,20,24
149,81,357.58,538.7,88,1585,0,0,1,0,0,20,2,5,20,24
117,7,353.9,551.6,307,1053,41,51,1,36,45,17,7,17,13,26
36,43,336.5,543.1,122,222,42,51,1,37,46,4,5,10,18,30
71,35,332.4,552,103,121,42,50,1,37,46,1,3,7,12,25
68,1,338.1,550.1,58,0,0,0,0,0,0,23,3,2,26,23
29,10,320.3,542.8,132,0,0,0,1,0,0,14,4,18,11,18
72,49,341.7,551.1,9,14,38,51,0,33,42,23,9,2,26,23
72,22,340.2,553.1,167,0,0,0,1,0,0,23,9,2,26,23
150,7002,354.9,536.9,0,125,0,0,0,0,0,20,2,5,20,24
159,81,355.705,542.207,71,99,0,0,0,0,0,3,2,16,16,14
138,13,353.4,543.4,0,435,0,0,1,0,0,3,7,16,19,14
152,62,348.1,546.7,158,0,42,51,1,37,46,8,9,1,19,1
159,50,357.139,543.08,136,1048,40,49,1,35,44,3,7,16,16,14
170,5,349.3,533.3,191,377,94,101,1,89,98,30,2,4,1,12
68,19,335,551.2,141,0,69,77,1,64,73,1,3,7,12,15
136,6,333,525.6,241,606,0,0,1,0,0,15,1,9,8,11
40,126,326,550.5,0,31,0,0,0,0,0,7,6,3,2,3
30,105,324.9,544.3,96,451,68,76,1,63,72,14,6,12,10,5
28,57,329.978,552.974,205,38,65,72,1,60,69,7,3,3,2,17
39,27,322.235,550.237,349,367,52,60,1,47,56,7,6,12,10,19
71,26,333.7,551.9,134,39,42,51,1,37,46,1,3,7,12,15
173,141,346,537.1,222,741,39,52,1,34,43,10,5,20,24,16
394,12,358.7,524.6,124,26,0,0,1,0,0,3,8,15,5,8
389,10,348.6,526.5,212,264,0,0,1,0,0,9,10,4,9,6
152,97,349.9,536.3,132,52,0,0,1,0,0,20,2,20,4,12
152,77,343.2,546.4,226,191,43,51,1,38,47,4,9,10,17,23
401,9,354.3,523.3,306,1034,43,52,1,38,47,3,8,15,5,8
212,41,324.4,548.4,95,31,0,0,0,0,0,7,6,12,10,3
138,128,350.3,545.8,2,0,0,0,0,0,0,17,7,1,19,1
159,86,355.4,545.1,226,534,36,46,1,31,40,3,7,16,16,14
120,13,354.9,549.2,124,0,0,0,1,0,0,17,7,17,13,26
401,28,353.4,524.4,0,13,0,0,0,0,0,16,8,15,5,8
152,282,342.3,543.5,176,0,0,0,1,0,0,4,9,10,17,9
38,189,327.6,546.6,33,494,63,71,1,58,67,7,6,12,6,3
133,13,327.4,522.5,110,33,0,0,1,0,0,15,1,9,21,11
28,61,328.642,552.187,212,0,54,63,1,49,58,7,6,3,2,17
167,11,340.3,529.1,20,91,0,0,0,0,0,9,10,8,22,28
131,67,322.8,532.8,11,551,0,0,1,0,0,2,4,19,15,13
396,8,355.4,526.5,83,256,77,84,0,72,81,25,8,15,5,8
153,16,358.1,535.6,0,803,0,0,1,0,0,20,2,5,20,24
146,118,348.3,530.2,77,508,47,56,1,42,51,5,10,4,1,27
413,2,350.8,528.2,424,0,38,47,1,33,42,6,8,4,7,27
146,142,348.8,528,38,0,0,0,0,0,0,9,10,4,9,27
86,75,350.949,549.179,64,0,0,0,0,0,0,17,7,1,19,1
170,178,353.569,531.137,0,149,0,0,0,0,0,20,2,5,7,12
173,139,340.6,542.2,42,0,0,0,0,0,0,4,5,10,18,9
38,60,330.6,541.9,22,535,0,0,1,0,0,12,4,11,14,7
28,76,325.2,554.2,192,0,46,56,1,41,50,7,6,3,2,17
29,39,320.6,542.9,0,6,0,0,0,0,0,14,4,18,11,18
137,17,325.519,526.043,130,360,0,0,1,0,0,21,1,6,21,11
46,78,323.8,536.8,4,360,0,0,0,0,0,2,4,19,11,21
142,11,337.574,540.848,316,3335,0,0,1,0,0,4,5,10,18,10
68,58,336.3,545.3,303,0,54,62,1,49,58,4,3,10,23,30
30,25,322.2,543.6,190,73,0,0,1,0,0,14,6,18,10,29
146,40,346.5,525.7,159,0,0,0,1,0,0,11,10,4,9,6
37,27,330.4,551.2,322,0,42,50,1,37,46,7,3,7,6,25
30,47,325.7,540.6,98,652,0,0,1,0,0,1,4,18,11,5
173,76,342.5,541.5,178,0,70,78,1,65,74,4,5,20,17,9
38,123,332,545.4,22,0,0,0,0,0,0,12,3,7,23,7
131,53,322,533.5,96,767,0,0,1,0,0,2,4,19,15,13
152,262,346.714,546.7,30,0,0,0,0,0,0,8,9,1,17,1
152,124,342.8,544.1,94,181,0,0,0,0,0,4,9,10,17,9
149,25,359.1,539.4,0,38,0,0,0,0,0,20,2,16,20,24
210,1,321.5,549.8,583,1046,0,0,1,0,0,7,6,12,10,19
159,7002,358.6,544.6,40,453,0,0,1,0,0,3,7,16,16,14
39,96,322.246,546.583,394,0,0,0,1,0,0,22,6,12,10,29
150,19,355.1,536.8,87,0,47,55,0,42,51,20,2,5,20,24
173,95,340.1,541.8,17,0,0,0,0,0,0,4,5,10,18,9
142,79,337.5,537.5,137,301,55,63,1,50,59,4,5,14,25,10
146,54,345.57,532.533,197,468,50,58,1,45,54,11,10,4,1,27
152,219,344.352,543.958,0,19,0,0,0,0,0,4,9,20,17,20
157,8,341.7,527.6,0,183,0,0,0,0,0,11,10,8,22,28
146,83,345.9,530.8,63,651,0,0,1,0,0,11,10,4,1,27
387,22,349.3,520.1,0,1814,0,0,1,0,0,6,8,15,9,6
39,8,323.6,545.6,3,17,0,0,0,0,0,22,6,12,10,29
36,59,336.1,544.5,111,1097,53,62,1,48,57,4,3,10,23,30
392,13,353.9,528.9,207,2823,0,0,1,0,0,6,8,15,7,12
30,9,325.48,544.022,120,518,54,67,1,49,58,14,6,12,10,5
142,54,337,540.4,60,51,0,0,0,0,0,4,5,10,18,10
130,106,323.5,524.1,191,688,0,0,1,0,0,21,1,6,21,11
142,13,338.6,543.1,213,0,44,52,1,39,48,4,5,10,18,9
50,97,331.2,537.3,0,10,0,0,0,0,0,12,4,11,14,2
167,4,337.4,534.3,153,585,0,0,1,0,0,4,5,14,25,22
152,25,341.5,548.9,185,38,76,83,1,71,80,23,9,2,26,23
38,7000,328.7,542,3,0,0,0,0,0,0,12,4,11,14,5
146,7001,346.7,526.1,0,17,0,0,0,0,0,11,10,4,9,6
131,32,323.5,530.6,157,1670,0,0,1,0,0,2,4,19,15,13
46,46,324.7,537,91,867,0,0,1,0,0,2,4,19,11,21
72,14,338.694,551.126,156,0,39,50,1,34,43,23,3,2,26,23
152,84,347.6,543,323,0,35,44,1,30,39,8,9,20,17,20
68,80,338.8,546.8,382,976,58,68,1,53,62,4,9,10,26,30
138,55,355.6,549.2,103,468,0,0,1,0,0,17,7,17,13,26
37,119,330.8,549.7,49,12,0,0,0,0,0,1,3,7,6,25
36,53,334.6,545.2,24,68,0,0,0,0,0,4,3,10,23,30
68,132,337.5,544,103,0,53,60,1,48,57,4,5,10,18,30
152,268,345.3,542.4,290,0,42,52,1,37,46,4,9,20,17,20
167,62,337.6,537,81,277,54,62,0,49,58,4,5,14,25,22
160,4,356.7,533.7,101,1616,0,0,1,0,0,20,2,5,20,24
137,14,323.6,525.7,131,1048,0,0,1,0,0,21,1,6,21,11
152,90,344.1,547.7,56,114,62,69,0,57,66,8,9,13,17,23
142,16,339.6,543.4,0,137,0,0,0,0,0,4,5,10,18,9
40,119,324.353,551.964,2,27,49,55,0,44,53,7,6,3,2,19
71,25,333.8,551.8,123,7,0,0,1,0,0,1,3,7,12,15
173,3,341.2,537.5,236,0,0,0,1,0,0,10,5,14,24,16
36,45,334.6,544.2,58,0,0,0,0,0,0,12,3,10,23,30
38,50,326.7,546.4,234,1890,0,0,1,0,0,22,6,12,10,3
401,7,352.8,524.2,1593,9988,0,0,1,0,0,6,8,15,9,8
213,1,357,553.7,42,5288,0,0,1,0,0,5,7,17,13,26
50,51,333.1,537.6,230,1824,0,0,1,0,0,12,5,11,14,2
72,15,339.5,550.2,126,0,0,0,1,0,0,23,9,2,26,23
38,71,330.3,548.9,101,0,0,0,1,0,0,7,3,7,6,25
212,7001,325.479,547.284,8,73,0,0,0,0,0,22,6,12,10,3
38,9,333.7,546,0,3975,0,0,1,0,0,1,3,7,23,30
150,13,354.5,534.3,100,0,0,0,1,0,0,20,2,5,20,12
39,106,324.3,546.4,101,0,0,0,1,0,0,22,6,12,10,29
152,8,344.8,544.6,73,0,0,0,0,0,0,4,9,20,17,20
36,78,334.66,543.391,96,0,45,54,0,40,49,4,5,10,23,30
151,80,343.4,531.1,23,141,0,0,0,0,0,11,10,4,1,27
163,9,335.3,526.3,43,1175,0,0,1,0,0,15,1,9,8,28
67,153,338.3,554.9,86,0,0,0,0,0,0,23,3,2,12,15
159,6,358.9,541.8,18,664,40,49,1,35,44,3,2,16,16,14
396,22,354.9,526.7,20,0,0,0,0,0,0,3,8,15,7,8
150,36,354.2,534.8,18,930,39,50,1,34,43,20,2,5,20,12
167,45,338.1,531.4,0,191,0,0,0,0,0,10,10,14,25,22
173,79,341.8,535.1,199,418,0,0,1,0,0,10,5,14,24,16
410,6,350.434,526.509,287,1319,31,43,1,26,35,6,8,4,9,6
30,132,323.7,544.3,0,93,0,0,0,0,0,7,6,12,10,29
30,13,325.1,543.8,206,584,73,80,1,68,77,14,6,18,10,5
72,150,339.4,551.2,0,106,0,0,0,0,0,23,9,2,26,23
46,59,324.9,533.5,122,2734,0,0,1,0,0,2,4,19,15,13
71,14,332.8,554.3,29,0,0,0,0,0,0,1,3,7,12,15
396,11,355,526.6,161,0,0,0,1,0,0,3,8,15,7,8
68,257,339.5,543.8,20,73,0,0,0,0,0,4,5,10,18,9
86,92,344.1,554.3,67,257,0,0,0,0,0,31,9,13,3,4
36,7000,333.6,540.8,24,0,0,0,0,0,0,12,5,11,14,10
46,87,323.8,538.8,48,289,0,0,0,0,0,1,4,18,11,21
86,71,346.7,550.2,114,983,0,0,1,0,0,8,9,13,3,4
40,64,327.9,549.8,113,0,65,73,1,60,69,7,6,3,6,3
46,9,323.1,537.2,139,1015,85,93,1,80,89,1,4,19,11,21
392,3,355,527.2,255,0,0,0,1,0,0,3,8,15,7,8
131,72,323.072,532.36,0,38,0,0,0,0,0,2,4,19,15,13
142,97,338.2,536.3,0,1012,0,0,1,0,0,4,5,14,25,22
163,2,342.3,525.5,6,1210,29,41,1,24,33,11,10,8,22,28
50,71,327.8,536.8,86,1299,0,0,1,0,0,12,4,19,14,21
167,23,335.9,531.6,0,83,0,0,0,0,0,4,5,14,25,22
68,119,338,543.5,243,0,45,53,1,40,49,4,5,10,18,30
173,7,341.01,535.533,446,1199,0,0,1,0,0,10,5,14,24,16
46,62,325.7,538.1,55,567,90,98,1,85,94,1,4,18,11,21
157,73,338.7,527.2,0,200,0,0,0,0,0,24,10,8,22,28
37,128,330.3,550,109,0,0,0,1,0,0,1,3,7,6,25
72,3,339.8,551.5,243,0,0,0,1,0,0,23,9,2,26,23
38,197,334.4,548.7,0,247,0,0,0,0,0,1,3,7,23,25
397,13,356.3,523.1,191,361,48,56,1,43,52,3,8,15,5,8
143,7,349.271,531.004,469,817,24,40,1,19,28,6,10,4,1,27
150,30,354.8,537.2,0,9,0,0,0,0,0,20,2,5,20,24
30,117,320.8,542.2,9,0,0,0,0,0,0,14,4,18,11,18
136,55,333.9,526.7,0,157,0,0,0,0,0,15,1,9,8,28
36,25,336.463,541.737,147,0,0,0,1,0,0,4,5,10,18,10
38,109,332.8,547.6,134,0,0,0,1,0,0,1,3,7,23,25
30,103,325.3,544.3,14,0,0,0,0,0,0,22,6,12,10,5
28,21,326,552.5,137,0,0,0,1,0,0,7,6,3,2,17
396,2,355.9,525.7,180,616,79,86,1,74,83,25,8,15,5,8
131,49,322.2,529.7,8,695,0,0,1,0,0,2,1,6,15,13
173,97,341.9,539.7,245,595,0,0,1,0,0,4,5,20,24,9
72,29,340.8,552,75,0,0,0,0,0,0,23,9,2,26,23
40,120,324.2,553.6,573,0,39,50,1,34,43,7,6,3,2,19
86,37,351,548.8,178,703,0,0,1,0,0,17,7,1,19,1
397,37,355.6,522.7,0,93,0,0,0,0,0,3,8,15,5,8
40,9,324.6,550.8,38,66,0,0,0,0,0,7,6,3,2,19
39,97,322.2,549.1,0,10,0,0,0,0,0,7,6,12,10,19
152,16,344.3,548.6,171,1467,39,56,1,34,43,23,9,13,26,23
120,30,350.6,551.3,36,727,0,0,1,0,0,17,7,17,13,26
68,136,337.3,543.6,92,365,0,0,0,0,0,4,5,10,18,30
173,87,342.5,536.2,316,0,46,54,1,41,50,10,5,14,24,16
39,19,321.9,547.4,0,16,0,0,0,0,0,22,6,12,10,29
86,265,348.69,554.992,13,114,0,0,0,0,0,8,7,13,3,4
173,81,344.6,536.5,192,0,0,0,1,0,0,10,5,20,24,16
396,14,353.8,525.7,211,0,0,0,1,0,0,16,8,15,7,8
68,262,340.7,547.1,46,0,0,0,0,0,0,23,9,10,26,23
403,10,359.3,522.3,117,0,0,0,1,0,0,3,8,15,5,8
134,30,331.9,522.5,5,90,0,0,0,0,0,15,1,9,8,11
152,54,345.8,544.7,79,0,0,0,0,0,0,8,9,20,17,20
120,28,351.3,552.8,111,220,0,0,1,0,0,17,7,17,13,26
150,5,353.391,535.552,187,0,41,51,1,36,45,20,2,5,20,12
39,72,322.4,546.2,8,42,0,0,0,0,0,22,6,12,10,29
40,57,325.3,546.3,0,609,0,0,1,0,0,22,6,12,10,3
46,55,324,537.9,75,811,0,0,1,0,0,2,4,18,11,21
72,8,340,548.1,199,0,0,0,1,0,0,23,9,2,26,23
170,74,351.2,533.9,29,937,46,54,1,41,50,20,2,5,4,12
68,69,334.957,549.835,349,346,0,0,1,0,0,1,3,7,12,15
30,51,325.4,539.5,180,1406,0,0,1,0,0,1,4,18,11,21
86,74,346.8,550.3,155,169,0,0,1,0,0,8,9,13,3,4
130,31,323.8,523.1,17,908,0,0,1,0,0,21,1,6,21,11
86,98,344.3,553.3,161,0,88,96,1,83,92,8,9,13,3,4
86,218,349.5,554.5,95,147,0,0,0,0,0,8,7,13,3,4
387,5,350.5,522.8,0,1837,0,0,1,0,0,6,8,15,9,6
120,44,352.8,548.9,60,1014,44,52,1,39,48,17,7,17,13,26
173,39,340.7,536.5,37,25,0,0,0,0,0,10,5,14,24,16
30,16,323.9,544.3,259,88,82,91,1,77,86,14,6,12,10,29
167,43,337.9,533.4,144,1510,0,0,1,0,0,10,5,14,25,22
167,27,335.5,533.7,15,270,0,0,0,0,0,4,5,14,25,22
131,7000,325.1,529.8,0,60,0,0,0,0,0,2,1,6,15,13
38,16,330.2,546.1,23,0,0,0,0,0,0,7,3,7,6,7
37,13,331.6,549.8,253,0,67,75,1,62,71,1,3,7,6,25
120,32,348.8,551.8,47,835,0,0,1,0,0,8,7,13,3,4
136,22,330.5,525.5,12,1555,0,0,1,0,0,15,1,9,8,11
159,130,357.6,545.9,135,1953,0,0,1,0,0,3,7,16,16,14
173,57,342.623,540.029,115,551,49,56,1,44,53,4,5,20,24,9
212,143,324.8,548.2,10,84,0,0,0,0,0,7,6,12,10,3
46,45,326.2,535.6,132,13237,0,0,1,0,0,2,4,19,15,21
50,5,329.7,537.3,59,1304,0,0,1,0,0,12,4,11,14,2
403,7,359.621,523.889,191,224,49,57,1,44,53,3,8,15,5,8
167,65,337.1,534,128,0,0,0,1,0,0,4,5,14,25,22
86,39,349.3,549.6,77,86,0,0,0,0,0,8,7,1,3,1
50,20,332.5,539.8,245,0,0,0,1,0,0,12,5,11,14,2
130,47,322.784,524.591,0,963,0,0,1,0,0,21,1,6,21,11
130,101,322,526.1,0,1334,0,0,1,0,0,21,1,6,21,13
46,47,325.3,534.2,46,1486,80,94,1,75,84,2,4,19,15,21
36,66,335.6,545.5,121,0,58,66,1,53,62,4,3,10,23,30
136,70,334.7,524.2,0,78,0,0,0,0,0,15,1,9,8,28
138,48,352.5,547.7,0,3,0,0,0,0,0,17,7,1,19,1
146,30,347.9,530.6,155,10,0,0,1,0,0,11,10,4,1,27
152,46,348.1,537.5,536,172,41,50,1,36,45,10,2,20,4,16
134,61,328.48,522.119,0,734,0,0,1,0,0,15,1,9,8,11
157,10,342.5,526.5,215,1284,31,42,1,26,35,11,10,8,22,28
163,151,345.2,523.4,24,124,0,0,0,0,0,11,10,8,9,6
131,66,324.1,531.5,0,1791,0,0,1,0,0,2,4,19,15,13
173,107,342.665,540.003,23,0,0,0,0,0,0,4,5,20,24,9
146,22,349.4,528.2,33,42,0,0,0,0,0,9,10,4,7,27
138,41,354.4,544.1,46,0,0,0,0,0,0,3,7,16,16,14
36,110,335.4,544.3,296,0,66,76,1,61,70,4,3,10,23,30
153,24,358,535.5,180,0,0,0,1,0,0,20,2,5,20,24
163,61,338.6,525.7,0,177,0,0,0,0,0,24,10,8,22,28
86,94,345.1,554.5,144,124,0,0,1,0,0,31,9,13,3,4
163,59,343.8,521.6,98,362,0,0,0,0,0,11,10,8,22,6
142,81,336.7,536.6,176,1056,0,0,1,0,0,4,5,14,25,22
161,25,349.6,544.3,86,5041,45,57,1,40,49,8,7,1,19,1
40,45,327.775,548.569,163,333,0,0,1,0,0,7,6,12,6,3
40,61,327.6,548.4,217,531,0,0,1,0,0,7,6,12,6,3
160,58,356.56,532.586,19,159,0,0,0,0,0,20,2,5,20,12
150,79,355.2,535.2,57,625,0,0,1,0,0,20,2,5,20,24
210,5,321.6,549.8,151,411,0,0,1,0,0,7,6,12,10,19
43,56,320.4,539.7,0,80,0,0,0,0,0,1,4,18,11,18
134,52,330.766,524.279,0,1037,0,0,1,0,0,15,1,9,8,11
151,25,343.5,531.1,611,6814,0,0,1,0,0,11,10,4,1,27
40,30,326.7,549.8,206,108,51,59,1,46,55,7,6,3,2,3
43,31,320.1,539.7,0,364,0,0,0,0,0,1,4,18,11,18
